RepRapFirmware height map file v2, min error -0.329, max error 0.057, mean -0.080, deviation 0.097
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,226.00,0.00,133.00,-1.00,20.00,20.00,11,7
  0.025, -0.136, -0.116, -0.099, -0.026, -0.079, -0.114, -0.152, -0.191, -0.234, -0.326
  0.030, -0.059, -0.032, -0.022, -0.015, -0.031, -0.062, -0.105, -0.162, -0.218, -0.297
  0.037, -0.064, -0.035, -0.019, -0.006,  0.000, -0.060, -0.055, -0.119, -0.156, -0.263
  0.049,  0.016,  0.021,  0.007,  0.041,  0.049, -0.049, -0.033, -0.128, -0.183, -0.251
  0.050, -0.015,  0.006, -0.013,  0.005,  0.057, -0.054, -0.054, -0.127, -0.189, -0.240
  0.055, -0.029, -0.013, -0.019, -0.021, -0.017,  0.007, -0.064, -0.143, -0.214, -0.267
  0.020, -0.059, -0.062, -0.050, -0.070, -0.075, -0.104, -0.131, -0.161, -0.244, -0.329
