RepRapFirmware height map file v2, min error -0.213, max error 0.159, mean -0.020, deviation 0.075
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,226.00,0.00,133.00,-1.00,20.00,20.00,11,7
 -0.036, -0.049, -0.045, -0.040, -0.005, -0.044, -0.081, -0.103, -0.133, -0.156, -0.213
 -0.005,  0.032,  0.005,  0.043,  0.012,  0.034, -0.026, -0.059, -0.100, -0.144, -0.184
  0.010,  0.011,  0.015,  0.159,  0.032,  0.074, -0.005,  0.005, -0.061, -0.105, -0.151
  0.043,  0.111,  0.043,  0.041,  0.043,  0.146,  0.016, -0.004, -0.054, -0.095, -0.149
  0.037,  0.040,  0.035,  0.044,  0.075,  0.039,  0.037,  0.006, -0.040, -0.076, -0.100
  0.044,  0.014,  0.016,  0.020,  0.025,  0.095,  0.095,  0.011, -0.054, -0.096, -0.125
 -0.005,  0.009, -0.025, -0.016, -0.010, -0.005, -0.030, -0.034, -0.066, -0.123, -0.171
